,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,1.0,1.0,1.0,0.5694249649368864,0.2005610098176718,0.014025245441795231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,1.0,1.0,1.0,0.7854137447405329,0.48667601683029454,0.22300140252454417,0.07152875175315568,0.011220196353436185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,1.0,1.0,1.0,0.8779803646563815,0.6591865357643759,0.42917251051893407,0.24544179523141654,0.09537166900420757,0.028050490883590462,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,1.0,1.0,1.0,0.9228611500701263,0.7741935483870968,0.5834502103786816,0.3997194950911641,0.270687237026648,0.12903225806451613,0.05329593267882188,0.012622720897615708,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,1.0,1.0,1.0,0.9438990182328191,0.8218793828892006,0.6858345021037868,0.5245441795231417,0.37727910238429174,0.23281907433380084,0.11079943899018233,0.04908835904628331,0.02244039270687237,0.005610098176718092,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,1.0,1.0,1.0,0.9523141654978962,0.8625525946704067,0.7307152875175316,0.5904628330995793,0.4544179523141655,0.3211781206171108,0.1767180925666199,0.09396914446002805,0.037868162692847124,0.016830294530154277,0.0070126227208976155,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0,1.0,1.0,1.0,0.9663394109396914,0.8807854137447405,0.7657784011220197,0.6395511921458625,0.511921458625526,0.3800841514726508,0.23842917251051893,0.14165497896213183,0.06451612903225806,0.030855539971949508,0.012622720897615708,0.008415147265077139,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0,1.0,1.0,1.0,0.9719495091164095,0.9046283309957924,0.7924263674614306,0.6732117812061711,0.544179523141655,0.4221598877980365,0.2762973352033661,0.17812061711079943,0.09957924263674614,0.04488078541374474,0.021037868162692847,0.011220196353436185,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.0,1.0,1.0,1.0,0.9719495091164095,0.9172510518934082,0.8176718092566619,0.7068723702664796,0.5792426367461431,0.4726507713884993,0.3394109396914446,0.2187938288920056,0.1332398316970547,0.06732117812061711,0.03225806451612903,0.012622720897615708,0.005610098176718092,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.0,1.0,1.0,1.0,0.9789621318373072,0.9270687237026648,0.8373071528751753,0.7363253856942497,0.6185133239831697,0.5021037868162693,0.38429172510518933,0.2720897615708275,0.16830294530154277,0.09817671809256662,0.04488078541374474,0.019635343618513323,0.011220196353436185,0.002805049088359046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1.0,1.0,1.0,1.0,0.9789621318373072,0.9326788218793829,0.8485273492286115,0.7545582047685835,0.6451612903225806,0.5259467040673211,0.426367461430575,0.3085553997194951,0.20897615708274894,0.1276297335203366,0.061711079943899017,0.028050490883590462,0.015427769985974754,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.0,1.0,1.0,1.0,0.9845722300140253,0.9340813464235624,0.8639551192145862,0.7727910238429172,0.6788218793828892,0.5666199158485273,0.45582047685834504,0.3394109396914446,0.25105189340813466,0.15988779803646563,0.08274894810659186,0.037868162692847124,0.025245441795231416,0.008415147265077139,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9859747545582047,0.938288920056101,0.8709677419354839,0.7896213183730715,0.7068723702664796,0.5932678821879382,0.4894810659186536,0.37727910238429174,0.27349228611500703,0.1949509116409537,0.11220196353436185,0.043478260869565216,0.03506311360448808,0.016830294530154277,0.005610098176718092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9873772791023843,0.9424964936886395,0.8835904628330996,0.8050490883590463,0.7251051893408135,0.6157082748948106,0.5161290322580645,0.40953716690042075,0.29453015427769985,0.21598877980364656,0.13604488078541374,0.06311360448807854,0.03506311360448808,0.021037868162692847,0.009817671809256662,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9901823281907434,0.9467040673211781,0.8920056100981767,0.820476858345021,0.7433380084151473,0.635343618513324,0.5455820476858345,0.43338008415147267,0.32538569424964936,0.23983169705469845,0.15427769985974754,0.07573632538569425,0.04067321178120617,0.02244039270687237,0.012622720897615708,0.002805049088359046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9901823281907434,0.9481065918653576,0.8934081346423562,0.8288920056100981,0.7559607293127629,0.6591865357643759,0.5596072931276297,0.4642356241234222,0.3590462833099579,0.2650771388499299,0.1697054698457223,0.08976157082748948,0.047685834502103785,0.02664796633941094,0.0182328190743338,0.002805049088359046,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9901823281907434,0.9593267882187938,0.9018232819074333,0.844319775596073,0.7741935483870968,0.6788218793828892,0.5834502103786816,0.485273492286115,0.37868162692847124,0.28751753155680226,0.19074333800841514,0.11640953716690042,0.06311360448807854,0.033660589060308554,0.021037868162692847,0.009817671809256662,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9901823281907434,0.9635343618513323,0.9116409537166901,0.8541374474053296,0.7868162692847125,0.7040673211781207,0.6129032258064516,0.5063113604488079,0.4067321178120617,0.3155680224403927,0.21458625525946703,0.1332398316970547,0.07152875175315568,0.037868162692847124,0.025245441795231416,0.012622720897615708,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.0,0.9845722300140253,0.9845722300140253,0.9845722300140253,0.9929873772791024,0.9649368863955119,0.9158485273492286,0.8583450210378681,0.7924263674614306,0.7110799438990182,0.6185133239831697,0.5245441795231417,0.4165497896213184,0.3225806451612903,0.2370266479663394,0.14866760168302945,0.08134642356241234,0.037868162692847124,0.025245441795231416,0.014025245441795231,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9915848527349228,0.9635343618513323,0.9186535764375876,0.8583450210378681,0.7924263674614306,0.7110799438990182,0.6044880785413744,0.5217391304347826,0.4123422159887798,0.31977559607293127,0.23422159887798036,0.15427769985974754,0.08976157082748948,0.043478260869565216,0.021037868162692847,0.014025245441795231,0.005610098176718092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9915848527349228,0.9593267882187938,0.9186535764375876,0.8611500701262272,0.7966339410939691,0.7152875175315568,0.6199158485273493,0.5315568022440392,0.4277699859747546,0.3281907433380084,0.23983169705469845,0.16129032258064516,0.0967741935483871,0.043478260869565216,0.023842917251051893,0.014025245441795231,0.005610098176718092,0.002805049088359046,0.0,0.0,0.0,0.0,0.0,0.0
25,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9943899018232819,0.9621318373071529,0.9186535764375876,0.8653576437587658,0.8036465638148668,0.7223001402524544,0.6367461430575035,0.544179523141655,0.43899018232819076,0.34782608695652173,0.2482468443197756,0.16690042075736325,0.09957924263674614,0.056100981767180924,0.028050490883590462,0.014025245441795231,0.0070126227208976155,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0
26,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9929873772791024,0.9635343618513323,0.9214586255259467,0.8611500701262272,0.8078541374474053,0.7251051893408135,0.6437587657784011,0.5539971949509116,0.45582047685834504,0.364656381486676,0.25806451612903225,0.17391304347826086,0.10799438990182328,0.06591865357643759,0.03225806451612903,0.015427769985974754,0.0070126227208976155,0.005610098176718092,0.0,0.0,0.0,0.0,0.0,0.0
27,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9915848527349228,0.9635343618513323,0.9228611500701263,0.8639551192145862,0.8120617110799438,0.7391304347826086,0.6409537166900421,0.5638148667601683,0.47545582047685836,0.37727910238429174,0.27489481065918653,0.1879382889200561,0.1150070126227209,0.07012622720897616,0.03506311360448808,0.019635343618513323,0.008415147265077139,0.005610098176718092,0.001402524544179523,0.0,0.0,0.0,0.0,0.0
28,1.0,0.9789621318373072,0.9789621318373072,0.9789621318373072,0.9887798036465638,0.9621318373071529,0.9200561009817672,0.8625525946704067,0.8064516129032258,0.7349228611500701,0.6409537166900421,0.5610098176718092,0.4628330995792426,0.3800841514726508,0.2776998597475456,0.1949509116409537,0.12201963534361851,0.07713884992987377,0.04067321178120617,0.021037868162692847,0.009817671809256662,0.0070126227208976155,0.001402524544179523,0.0,0.0,0.0,0.0,0.0
